Location_ID,Heritage_Type,Tourist_Review_Text,Social_Media_Post,Policy_Context,Visitor_Count,Ticket_Price,Accommodation_Occupancy,Transport_Availability,Food_Service_Rating,Guided_Tour_Availability,Souvenir_Sales,Local_Workshop_Participation,Resource_Utilization,Booking_Inquiries,Booking_Conversions,Tourist_Satisfaction,Repeat_Visit_Rate,Marketing_Reach,Revenue_Generated,Operational_Cost,Booking_Conversion_Rate,Economic_Benefit_Score,Industry_Chain_Performance
L3839,Heritage Street,Crowded during peak season but worth visiting,Loved the traditional village lifestyle,Local tourism development scheme,263,87,80.03,6,4.52,1,3064,38,74.8,125,305,3.29,12.37,21626,84485,35413,1.0,0.6861632367297132,0.7366900000000001
L3840,Cultural Museum,Nice cultural atmosphere but transport could improve,Visited this amazing heritage destination today!,Local tourism development scheme,595,28,89.45,1,3.22,1,10679,173,74.21,47,294,2.55,23.62,25846,85357,16284,1.0,0.6674747862051029,0.71819
L3841,Folk Art Center,Amazing traditional crafts and friendly locals,Enjoyed local food and cultural activities,Sustainable rural tourism policy,611,86,86.9,18,4.62,3,3345,117,89.69,146,310,3.48,53.95,49747,75092,3603,1.0,0.7596283178967582,0.82826
L3842,Traditional Market,Historic place with good guides and storytelling,Enjoyed local food and cultural activities,Sustainable rural tourism policy,338,77,52.01,2,4.02,0,3640,143,53.07,476,374,4.5,47.94,11595,44697,22982,0.7857142857142857,0.6157405935960838,0.6383099999999999
L3843,Heritage Street,Nice cultural atmosphere but transport could improve,Loved the traditional village lifestyle,Rural tourism promotion program,308,42,43.19,5,3.38,7,2050,87,78.37,80,100,3.51,10.19,47875,77789,19760,1.0,0.6809410173636463,0.65365
L3844,Historic Village,Well preserved heritage with engaging workshops,Exploring rural culture and traditional crafts,Local tourism development scheme,307,31,90.88,16,3.99,4,13470,158,64.79,195,43,4.63,36.39,22280,23059,44994,0.2205128205128205,0.5069078122726286,0.8096000000000001
L3845,Cultural Museum,Well preserved heritage with engaging workshops,Enjoyed local food and cultural activities,Community-based tourism program,437,74,93.99,12,4.11,6,7592,13,47.15,114,99,4.36,22.24,15123,40878,28468,0.868421052631579,0.5551618638124532,0.73217
L3846,Cultural Museum,Crowded during peak season but worth visiting,A perfect place for cultural tourism,Cultural heritage conservation initiative,743,20,71.2,12,4.27,1,15236,46,57.39,482,24,4.3,59.41,48158,9797,4220,0.04979253112033195,0.45327142651844854,0.70116
L3847,Handicraft Center,Historic place with good guides and storytelling,Exploring rural culture and traditional crafts,Cultural heritage conservation initiative,594,25,88.86,11,4.56,4,14767,159,43.15,115,79,3.45,59.18,40032,90686,34993,0.6869565217391305,0.6883807963541909,0.64618
L3848,Handicraft Center,Nice cultural atmosphere but transport could improve,Great destination for heritage tourism,Rural tourism promotion program,314,77,52.75,19,2.9,8,7731,106,57.56,160,226,2.63,56.37,22845,95898,30744,1.0,0.7189294284299702,0.5462899999999999
L3849,Temple,Beautiful heritage site with great cultural experience,Enjoyed local food and cultural activities,Rural tourism promotion program,362,53,46.11,7,4.86,8,13707,76,43.8,105,347,4.71,10.5,30731,26933,39737,1.0,0.5196659713539843,0.59613
L3850,Heritage Street,Excellent food and local cultural activities,A perfect place for cultural tourism,Local tourism development scheme,89,97,67.49,2,3.53,1,7383,101,90.9,142,80,4.1,55.25,7341,56293,21662,0.5633802816901409,0.6949275002081424,0.81207
L3851,Handicraft Center,Crowded during peak season but worth visiting,Great destination for heritage tourism,Community-based tourism program,259,18,84.62,6,4.65,1,15847,16,45.6,414,139,2.73,26.33,34409,95741,13955,0.3357487922705314,0.5880532087262479,0.60006
L3852,Temple,Historic place with good guides and storytelling,Exploring rural culture and traditional crafts,Community-based tourism program,321,81,76.01,4,3.05,4,16649,123,84.95,372,363,2.7,42.1,4562,28092,13091,0.9758064516129032,0.5499243468386426,0.72983
L3853,Traditional Market,Crowded during peak season but worth visiting,Loved the traditional village lifestyle,Sustainable rural tourism policy,185,87,75.05,2,2.57,2,5899,123,89.84,235,138,4.04,32.46,34962,55539,5257,0.5872340425531914,0.6557454011746723,0.82691
L3854,Traditional Market,Nice cultural atmosphere but transport could improve,Great destination for heritage tourism,Rural tourism promotion program,648,88,40.96,17,3.93,0,5534,183,65.72,443,130,3.56,27.73,26156,92931,28608,0.29345372460496616,0.6592319312878503,0.59936
L3855,Handicraft Center,Excellent food and local cultural activities,Visited this amazing heritage destination today!,Cultural heritage conservation initiative,109,71,57.46,8,3.31,0,1522,163,42.97,127,191,2.98,24.35,43262,51046,49616,1.0,0.5246351657348043,0.52306
L3856,Heritage Street,Crowded during peak season but worth visiting,Loved the traditional village lifestyle,Cultural heritage conservation initiative,559,95,91.67,5,4.96,4,9762,116,72.77,198,134,3.1,31.39,45603,97112,45977,0.6767676767676768,0.706698961087384,0.75209
L3857,Cultural Museum,Historic place with good guides and storytelling,Loved the traditional village lifestyle,Local tourism development scheme,725,24,47.39,10,2.76,2,5208,169,52.91,89,119,3.46,24.85,21357,66659,29972,1.0,0.616114003990838,0.5614100000000001
L3858,Fort,Amazing traditional crafts and friendly locals,Exploring rural culture and traditional crafts,Cultural heritage conservation initiative,564,15,79.95,16,2.62,8,19836,81,49.72,483,395,4.38,56.3,17956,98444,8714,0.8178053830227743,0.7800645710491543,0.70153
L3859,Folk Art Center,Nice cultural atmosphere but transport could improve,Exploring rural culture and traditional crafts,Community-based tourism program,64,10,81.76,2,2.61,2,6125,146,71.17,433,243,2.99,31.85,45352,81450,45148,0.5612009237875288,0.6401364166568514,0.7093600000000001
L3860,Heritage Street,Amazing traditional crafts and friendly locals,A perfect place for cultural tourism,Community-based tourism program,663,29,80.31,19,3.04,2,4185,134,59.6,146,173,4.26,57.23,31050,96782,47677,1.0,0.808451985466948,0.73493
L3861,Folk Art Center,Beautiful heritage site with great cultural experience,A perfect place for cultural tourism,Rural tourism promotion program,304,45,94.41,7,3.95,2,15700,54,80.17,433,37,2.95,28.57,3036,42263,35603,0.08545034642032333,0.4860556659246017,0.78091
L3862,Historic Village,Amazing traditional crafts and friendly locals,Visited this amazing heritage destination today!,Local tourism development scheme,786,11,62.51,2,3.76,0,10038,157,72.52,225,224,4.41,23.0,3400,22497,30019,0.9955555555555555,0.5671007316425338,0.74221
L3863,Traditional Market,Amazing traditional crafts and friendly locals,Loved the traditional village lifestyle,Cultural heritage conservation initiative,771,79,77.52,13,3.38,2,18718,75,85.61,457,112,4.75,50.46,5889,6171,22243,0.24507658643326038,0.5274345471899209,0.86
L3864,Handicraft Center,Very authentic rural tourism experience,Visited this amazing heritage destination today!,Rural tourism promotion program,584,11,50.65,4,2.72,4,16527,119,43.21,282,174,3.61,36.02,32704,9227,26356,0.6170212765957447,0.41033894189056297,0.54139
L3865,Handicraft Center,Nice cultural atmosphere but transport could improve,Visited this amazing heritage destination today!,Sustainable rural tourism policy,284,12,61.98,16,3.08,7,12089,28,52.92,86,68,4.1,18.14,41716,38666,8222,0.7906976744186046,0.5331421321384469,0.64362
L3866,Folk Art Center,Beautiful heritage site with great cultural experience,Exploring rural culture and traditional crafts,Sustainable rural tourism policy,180,16,67.04,10,2.96,6,7195,194,71.18,498,53,3.17,56.4,30776,35396,25601,0.10642570281124498,0.502312874444999,0.67604
L3867,Cultural Museum,Amazing traditional crafts and friendly locals,Visited this amazing heritage destination today!,Cultural heritage conservation initiative,719,93,51.82,17,4.36,3,11103,161,88.42,157,149,4.82,58.11,26999,50684,4722,0.9490445859872612,0.7519933962256277,0.79834
L3868,Folk Art Center,Well preserved heritage with engaging workshops,Visited this amazing heritage destination today!,Cultural heritage conservation initiative,734,73,89.87,14,4.45,3,17683,161,84.74,244,41,3.56,44.41,26726,23802,49126,0.1680327868852459,0.5023192770981906,0.82217
L3869,Historic Village,Excellent food and local cultural activities,Great destination for heritage tourism,Cultural heritage conservation initiative,66,50,79.39,12,4.44,3,5958,85,77.37,80,258,3.74,58.59,9491,95220,28766,1.0,0.815345001200252,0.77205
L3870,Cultural Museum,Historic place with good guides and storytelling,A perfect place for cultural tourism,Community-based tourism program,234,63,55.61,13,4.92,7,18469,1,71.57,396,303,3.15,43.71,1157,5372,46059,0.7651515151515151,0.4588395365860164,0.64211
L3871,Historic Village,Amazing traditional crafts and friendly locals,A perfect place for cultural tourism,Cultural heritage conservation initiative,440,50,47.42,8,4.71,7,1083,154,74.73,121,40,2.99,41.16,21609,79369,25913,0.3305785123966942,0.6319148642123937,0.62058
L3872,Fort,Beautiful heritage site with great cultural experience,Loved the traditional village lifestyle,Sustainable rural tourism policy,472,14,55.83,17,3.74,1,8915,46,51.75,312,27,3.07,51.3,22315,32867,27563,0.08653846153846154,0.44122555671306357,0.55869
L3873,Traditional Market,Amazing traditional crafts and friendly locals,A perfect place for cultural tourism,Cultural heritage conservation initiative,491,98,74.26,18,3.54,6,2376,99,72.74,34,166,3.69,13.39,8372,71756,39131,1.0,0.6653782157753128,0.7351399999999999
L3874,Handicraft Center,Historic place with good guides and storytelling,Enjoyed local food and cultural activities,Local tourism development scheme,745,91,85.45,10,4.79,4,19076,56,67.16,69,235,2.84,32.14,25016,88469,12091,1.0,0.6899927471769071,0.69539
L3875,Handicraft Center,Beautiful heritage site with great cultural experience,Loved the traditional village lifestyle,Sustainable rural tourism policy,704,72,67.67,13,4.03,1,12766,121,61.14,279,316,3.47,31.52,26750,40627,10920,1.0,0.564966600386081,0.6557700000000001
L3876,Fort,Nice cultural atmosphere but transport could improve,Great destination for heritage tourism,Local tourism development scheme,605,10,45.64,2,3.24,2,8826,144,88.83,120,100,3.46,41.04,27652,85799,23791,0.8333333333333334,0.7530043980569253,0.6998400000000001
L3877,Temple,Beautiful heritage site with great cultural experience,A perfect place for cultural tourism,Sustainable rural tourism policy,61,34,53.71,17,3.91,6,14306,97,85.62,445,328,3.58,27.36,26071,60781,27956,0.7370786516853932,0.6473691652415546,0.7184100000000001
L3878,Traditional Market,Nice cultural atmosphere but transport could improve,Great destination for heritage tourism,Rural tourism promotion program,569,90,58.98,6,4.98,5,18307,153,44.22,471,377,3.55,32.67,34848,28214,17108,0.8004246284501062,0.4796472413985069,0.56682
L3879,Cultural Museum,Beautiful heritage site with great cultural experience,A perfect place for cultural tourism,Sustainable rural tourism policy,129,55,74.99,12,4.62,5,18882,124,94.22,29,256,3.19,52.47,25776,77539,13166,1.0,0.7593108598305645,0.79325
L3880,Fort,Well preserved heritage with engaging workshops,A perfect place for cultural tourism,Sustainable rural tourism policy,723,24,53.57,13,3.2,6,14946,137,52.65,263,346,3.42,57.4,4854,92296,47851,1.0,0.7393461586933255,0.57651
L3881,Cultural Museum,Crowded during peak season but worth visiting,Great destination for heritage tourism,Local tourism development scheme,351,78,52.87,4,4.88,5,6010,38,51.84,142,29,4.76,34.21,21289,86147,26396,0.20422535211267606,0.6719128192209096,0.65157
L3882,Folk Art Center,Historic place with good guides and storytelling,Visited this amazing heritage destination today!,Local tourism development scheme,265,26,55.74,15,4.95,1,4870,8,91.91,169,168,2.59,45.26,2244,81989,8108,0.9940828402366864,0.7266369479430917,0.69026
L3883,Heritage Street,Historic place with good guides and storytelling,Visited this amazing heritage destination today!,Sustainable rural tourism policy,297,30,72.59,16,3.08,7,13981,24,64.46,402,40,2.72,37.37,15689,51722,15607,0.09950248756218906,0.4861238404604768,0.6388100000000001
L3884,Handicraft Center,Beautiful heritage site with great cultural experience,Visited this amazing heritage destination today!,Sustainable rural tourism policy,590,62,67.09,19,4.74,6,2725,147,84.3,178,195,4.82,53.38,46904,74912,10500,1.0,0.8144532044729392,0.82767
L3885,Cultural Museum,Crowded during peak season but worth visiting,Enjoyed local food and cultural activities,Community-based tourism program,321,64,86.29,15,4.71,5,14197,14,55.85,272,350,3.18,23.09,12853,58623,23836,1.0,0.5812409402474519,0.6730700000000001
L3886,Historic Village,Amazing traditional crafts and friendly locals,Visited this amazing heritage destination today!,Rural tourism promotion program,182,96,78.39,6,2.6,4,3810,112,88.02,351,233,3.26,53.17,16961,68075,47170,0.6638176638176638,0.6894446626399806,0.7828499999999999
L3887,Cultural Museum,Historic place with good guides and storytelling,A perfect place for cultural tourism,Rural tourism promotion program,54,19,76.68,6,4.17,5,6561,90,85.78,220,277,3.36,35.75,46793,80749,15689,1.0,0.7354828825553367,0.7747600000000001
L3888,Heritage Street,Well preserved heritage with engaging workshops,Exploring rural culture and traditional crafts,Cultural heritage conservation initiative,591,90,48.51,5,3.26,2,3294,138,68.57,303,52,2.76,32.81,26489,42433,9785,0.1716171617161716,0.46884245457668217,0.58541
L3889,Traditional Market,Nice cultural atmosphere but transport could improve,Great destination for heritage tourism,Sustainable rural tourism policy,678,66,43.04,2,4.19,1,11504,143,78.78,117,58,4.42,57.6,23499,40038,30067,0.49572649572649574,0.6346718788107897,0.70944
L3890,Handicraft Center,Nice cultural atmosphere but transport could improve,Exploring rural culture and traditional crafts,Sustainable rural tourism policy,739,74,68.05,2,4.78,8,10784,149,93.02,472,372,2.91,25.25,34542,11826,32322,0.788135593220339,0.48371401126694236,0.7508299999999999
L3891,Folk Art Center,Excellent food and local cultural activities,Enjoyed local food and cultural activities,Sustainable rural tourism policy,796,46,43.94,5,3.75,0,9616,189,64.86,241,305,4.25,14.12,47180,77316,10309,1.0,0.6953967193110552,0.6462600000000001
L3892,Fort,Very authentic rural tourism experience,Exploring rural culture and traditional crafts,Sustainable rural tourism policy,190,16,60.02,3,3.54,1,5890,151,67.18,227,207,3.08,43.59,1379,69278,6562,0.9118942731277533,0.6528120816201799,0.63358
L3893,Folk Art Center,Crowded during peak season but worth visiting,Loved the traditional village lifestyle,Rural tourism promotion program,532,85,41.44,6,4.8,9,6177,163,79.75,294,200,4.21,23.15,41729,87157,42498,0.6802721088435374,0.7342781313276467,0.69592
L3894,Heritage Street,Very authentic rural tourism experience,Visited this amazing heritage destination today!,Local tourism development scheme,354,49,49.72,11,4.94,9,6603,145,61.25,353,239,4.93,42.09,39295,52167,11524,0.6770538243626062,0.6563742545494042,0.6899599999999999
L3895,Handicraft Center,Very authentic rural tourism experience,Enjoyed local food and cultural activities,Community-based tourism program,394,59,46.07,5,2.66,0,19755,147,92.87,66,24,3.77,12.8,49339,52290,8505,0.36363636363636365,0.5867065859830565,0.7358899999999999
